movieId,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25,top26,top27,top28,top29,top30
3623,648,4310,1917,45186,1608,2617,1573,736,95,145,6365,5872,3717,4890,4148,3082,6378,33679,788,1722,34150,4270,5507,2273,1882,3977,500,2167,2706,434
3624,2273,4701,2701,6333,1911,7325,3785,673,2420,440,1608,2124,1396,6936,3868,2640,2947,1485,2006,736,368,1580,3623,2002,3863,1918,8972,2706,5872,45186
3671,3421,3256,1073,953,553,3101,1962,4855,223,1302,904,2791,2947,3703,2467,2826,2657,2268,46972,1645,3033,2058,5010,913,1262,3948,1193,180,4321,3363
3681,2951,1304,1234,3101,7090,4262,99114,1358,741,1249,31410,1466,1961,1276,2000,55118,6350,1201,1278,6867,3006,8958,1263,914,1242,1175,33794,68358,48394,8784
3698,1552,380,1610,7004,4855,2420,434,1573,733,442,2916,2115,349,2003,1625,1293,2,1377,4321,471,3869,1101,344,587,3409,1215,2949,1092,3527,1917
3702,3703,16,196,2167,3527,2470,1722,7445,1225,2916,1214,172,7458,1371,1129,45186,1320,6537,4855,2985,1252,4270,2947,2000,4105,1544,2278,34048,1240,1249
3703,3702,3527,1200,1094,2916,2985,1214,2947,2000,1240,2470,1129,1954,3101,364,1380,474,2529,3210,1225,587,5902,1208,1396,141,3256,4027,1370,1198,1994
3717,1608,7454,4369,4963,5507,1917,736,3623,4367,1552,6378,1573,1831,3753,1882,34150,673,4310,31685,2490,316,1544,95,1101,2006,7458,2335,6365,8361,786
3751,1148,34,745,2085,3114,38038,1223,2355,357,1372,2890,10,1393,3000,8360,1079,30793,150,1722,1907,1375,2761,6377,1265,2150,3175,4022,1097,594,2078
3752,30825,1485,3869,5481,19,3948,231,6287,6373,4890,2694,784,788,46970,8641,4388,1573,8528,3785,344,3623,1923,47099,2683,2335,3753,3617,1517,8464,454
3753,1608,5010,786,7143,3578,1291,1722,1573,3555,161,1552,110,4148,1917,8644,3948,1485,5989,3717,349,4321,8361,474,19,2628,2353,4223,2115,780,2268
3755,8972,300,457,2605,1262,2268,30812,5388,2396,3006,2541,161,53322,368,455,34,34048,1393,3481,1610,3967,5992,5064,292,8368,3608,7454,802,1784,1721
3785,4388,4015,2273,4718,4638,520,3617,2706,5254,2791,5481,3868,4701,3624,1608,2490,6373,3869,158,19,2167,3948,5219,788,3977,1882,370,1923,45672,5378
3793,6333,45499,5349,1580,8636,2716,40815,4896,8368,5816,5459,5378,8360,2115,316,5952,6365,1291,4306,87232,59315,6539,4993,2012,2011,1370,595,41566,592,1270
3798,4720,11,1377,5481,62,1029,1339,6534,4128,1022,1722,653,2949,1367,52722,1407,6565,788,1562,339,2028,8360,63113,349,1625,2694,2605,2542,1645,8970
3809,4007,3033,1285,1377,6870,3363,4262,1230,46970,924,6287,27706,349,1358,54503,1027,2174,5673,3489,3499,471,4239,48304,39292,2455,37733,1265,1345,5679,41285
3826,1882,196,4701,2490,2826,832,1645,2058,3948,165,45186,1036,1552,1544,1608,1032,2,3785,2001,1779,1997,1333,2273,3082,2455,380,1674,45499,5459,780
3863,5528,1967,673,2490,4128,3081,442,1597,196,1690,832,6979,1092,5254,2294,788,1527,420,2701,2167,253,8983,1259,520,3624,2273,2539,2455,786,3785
3868,370,3869,2470,2791,2455,3254,3033,196,2985,3785,2706,350,5254,4085,1485,786,673,4734,435,2420,442,4701,3421,1923,3253,3617,2273,3624,4489,7325
3869,370,3868,466,1923,3752,4239,4890,3785,2470,434,5254,1517,1777,2683,2335,2378,5481,21,2002,6957,1962,6936,8641,37741,1485,1573,6373,6539,1917,2770
3897,1617,1242,1682,1278,2804,1276,8784,5377,904,6867,1263,35836,223,3471,1079,1704,34162,1784,6936,68954,40819,3006,8873,72011,3481,1302,8638,4034,1673,1307
3911,3967,5992,141,3247,2395,3317,1079,34072,778,1259,1235,2321,8949,5673,1222,1358,4641,1197,1307,4002,1673,1394,40278,5902,6711,3408,3448,300,4011,2501
3916,4148,2268,292,3753,5989,1610,1466,1259,1962,899,1101,3752,6863,150,55765,8958,4034,3948,508,7254,5064,3510,3793,7147,2278,2023,30812,7360,2353,3448
3948,30825,1485,788,1923,231,2706,500,2947,434,2006,5349,1608,8528,3753,357,6373,4018,4718,586,4701,2001,5989,2797,4855,45186,3752,141,3617,19,2273
3949,1222,7361,6016,2329,1089,32587,3535,4226,7160,7438,4641,1258,55118,1921,3160,4235,5902,4878,293,3006,1206,1060,6874,4370,4979,1682,1059,778,5995,40278
3967,3911,30812,8784,2321,5992,2078,1207,39183,1641,6218,5995,4979,55276,2908,2396,5377,46578,2858,594,3755,34072,2085,1059,8873,8464,4720,8949,3408,1247,1233
3969,1882,3418,55052,2617,2167,2144,2724,661,8783,3147,158,2273,11,2470,50,520,802,1101,3988,1962,52328,1285,7360,5669,33166,145,4299,2572,1597,1917
3977,736,6503,1544,4447,153,2617,1917,2,4025,786,367,442,6365,3408,377,3623,1573,2006,4367,1485,4701,2081,586,1882,3785,500,2001,165,5459,2706
3988,788,317,1485,8529,2087,5299,2,2724,8983,19,4299,4890,6373,4874,661,5378,673,3948,158,1882,3489,4638,150,5218,3969,2617,3717,2431,500,1569
3994,4370,5502,3408,2762,5989,500,4148,474,736,6157,3793,6863,2716,2291,44199,3510,1653,5445,832,2144,95,586,1552,6281,6333,5266,6365,1573,4643,1682
3996,7090,1079,2174,2692,1466,3681,741,4993,5060,8950,8873,6,3793,2291,5952,904,27660,6365,1391,592,1276,2951,1333,2762,6711,8914,2571,37741,924,541
4002,553,6979,216,196,2542,1259,3210,1485,6188,2699,3868,3247,4776,45950,435,4321,1377,1387,913,3039,474,1092,1831,1997,4901,368,235,5464,586,2455
4007,3252,1223,3386,3809,2916,10,4262,1092,832,1801,3535,1219,480,1245,4321,2947,150,597,2028,1287,1343,2268,4855,2641,196,1923,1298,1101,350,3101
4011,2542,2959,778,2329,2571,1784,2268,4239,1242,3275,4262,5952,4963,73017,6373,2000,4975,1207,8958,1527,6016,27831,1090,41997,1278,44665,3448,6,1466,8784
4014,1907,48738,3408,6947,1682,5991,5299,3255,1580,2150,1704,1271,357,1246,1101,2321,47610,5989,500,1641,745,2396,377,5418,4896,1917,1282,6942,4246,6218
4015,3785,4718,104,4388,3617,2335,5481,231,8528,788,6373,4890,2378,19,3868,216,7325,1485,30825,370,2683,6936,34150,34319,2431,5266,3869,2706,2701,3826
4018,2353,31685,539,2581,4246,3948,832,4239,6155,2605,3301,6373,4890,1569,1722,1485,3252,2268,2424,11,33679,4886,1307,4306,3717,1393,2671,368,2006,1777
4022,1961,1265,356,1682,1393,3578,2797,5989,1079,10,5377,508,1246,2804,1784,2948,6373,500,2353,2268,2890,2671,2000,2424,1721,4995,454,440,150,3408
4025,4447,736,1917,3977,2617,7004,586,2724,377,6155,5459,3408,485,4369,3247,2572,158,4310,500,1380,2054,597,2006,141,5219,1831,2002,1485,4367,4638
4027,6807,4979,2949,2890,1206,5902,32,1,1375,1356,3210,1372,1617,318,2683,3317,3703,2395,1391,1208,58559,1953,6711,750,1219,8641,1394,357,1517,608
4034,2890,1617,36529,1252,2599,1673,5015,593,527,3317,2791,5952,1222,1682,858,2640,5060,31658,5995,6188,923,6711,3949,161,5445,1997,1219,3578,5388,2028
4085,2470,3039,2000,2150,2947,3552,2100,2378,4701,1270,3868,2420,2273,2716,353,2918,4489,3255,2406,1580,2001,673,3421,3948,2791,420,5010,832,6979,349
4105,1261,1215,7360,1391,8874,7373,7325,6534,3174,4148,1982,2124,3253,54995,3702,1377,435,2455,1345,1258,1200,1371,1587,3020,410,551,2717,2657,2174,1732
4128,3863,353,7454,653,2003,4223,49278,2378,1027,1544,2005,1101,3148,6281,3798,8783,1644,1962,736,3489,2826,1527,2541,3020,1358,8361,6157,2572,1801,5507
4148,5630,4262,2278,5989,5388,3623,16,3753,4776,34048,4874,6537,1962,1961,6378,5956,27660,3916,4239,1343,292,2427,6323,3994,3386,4344,1690,1466,4643,2
4223,2490,8665,3753,6378,8958,349,73017,3275,7445,5418,7143,4128,7454,3448,3256,163,145,2115,53996,3148,196,1597,48738,3785,1676,2167,4963,2011,49278,2000
4226,7361,3949,2959,47,1089,6708,1682,1079,36529,32,2571,50,8784,2761,2078,5989,1278,223,2762,30812,1193,1136,2700,1206,3081,1265,1219,4975,35836,2329
4235,3949,3160,2395,2908,7438,5995,8949,1394,4975,6016,318,1961,4979,2324,57669,2692,6874,1212,5225,6953,3481,39183,8917,1921,44555,5669,64839,111,6867,4308
4239,1466,3869,4018,4148,7325,34437,4011,8529,3275,6373,5266,1805,3252,6708,3535,3623,47,5954,2248,3408,6,6870,37729,6936,4718,2353,2424,45499,2761,6323
4246,5377,357,2671,3408,539,1022,1569,2081,1721,4018,6155,339,1393,34,2355,2424,1907,2248,2078,30793,2353,4306,597,2539,377,7451,4447,3114,1032,1580
4262,4148,1961,6016,3681,1466,3101,2542,3578,1245,1784,1213,4007,4011,508,1089,6,55765,6870,223,16,2918,6874,592,32587,1339,3020,2268,3033,2951,48516
4270,2617,7454,5219,2167,4638,6157,4367,53996,5254,1552,5459,1917,8810,1882,1485,1101,7373,736,1608,6537,2470,788,1544,3623,6365,2273,4310,2628,1562,2378
4299,4270,208,3408,3988,7458,317,2273,2,1882,6957,34162,2953,2826,6947,2617,7451,7454,145,3826,1569,2294,6378,2701,2431,4638,1831,3300,1259,653,1917
4306,8360,1,4886,8961,3114,5349,6377,919,3793,1721,2355,364,1961,5218,1580,1393,1291,8636,4896,500,8529,1923,595,7153,34,1270,2424,1198,2683,539
4308,2081,5991,5299,1721,3418,2396,595,5989,4246,3408,1393,7153,6863,2324,5995,783,33166,364,5816,11,2291,1022,4306,5377,48,357,7162,2572,2529,539
4310,1917,3623,4367,3408,2353,5507,5064,780,1801,6365,7458,2617,4270,3717,2572,31685,7454,3753,8361,4025,5872,6934,41566,5418,6155,6378,3555,4701,3082,4344
4321,2641,2100,2420,3555,802,587,196,553,1801,3753,832,161,1608,1092,4855,1911,3101,780,786,2640,3247,5010,1552,1287,539,2150,3948,4007,736,4002
4343,6754,8361,5459,2987,5254,673,6541,1391,173,33004,8810,5219,551,1215,370,1747,355,4367,1580,2701,19,780,4025,2763,4270,788,3698,3300,455,5481
4344,2605,5219,3617,1573,4369,2353,2539,172,1485,1801,33679,1562,6157,163,53996,786,832,6754,4148,4270,4638,1370,44199,3623,53972,1608,4367,2628,736,2006
4361,357,440,2406,3363,3101,4246,5991,1784,2100,539,11,457,1961,1380,4321,8360,1262,597,39,920,910,1307,3418,3105,2797,2947,2054,4489,1674,1721
4367,6754,7454,4310,1917,5219,6157,1882,4270,8810,31696,5507,5254,3717,780,5459,4369,5418,1562,1831,736,2617,158,4718,2273,1544,3977,2724,6537,1552,2572
4369,736,6157,5507,8361,2605,3717,4344,6537,4367,2167,1917,2617,1573,3300,53972,1644,1544,53996,4270,4025,5219,1562,3977,5810,5254,6754,1552,1805,780,44
4370,5445,3994,5989,5378,2291,3793,6365,33493,924,3081,2628,6934,480,1682,1748,586,8783,2355,4975,30812,1584,4022,3949,5952,2294,5528,6377,1391,34048,6333
4388,3785,4015,370,2791,3752,4148,2378,4638,520,3869,3826,6503,3948,45672,5459,5481,45499,1092,30825,586,4734,3868,500,19,2002,5630,3409,7458,5378,1717
4446,6157,741,1562,736,37729,5218,6503,1275,410,6534,5956,3785,653,3793,27660,1882,5507,3033,1680,466,153,196,30825,1320,7454,5219,46530,435,54272,4369
4447,2724,4025,3977,158,2572,3408,661,2918,39,6378,1380,377,2006,736,1035,11,2617,4246,1777,6155,6218,1485,410,3247,1259,1569,40815,2581,653,1831
4489,3039,2641,4085,3255,3510,3868,2005,11,3552,2406,2001,6979,3421,2797,1036,1466,2100,7004,2407,4262,1994,832,1370,1911,1407,2174,3210,4011,2003,349
4571,3253,3499,3052,2174,2003,2291,520,1270,8376,1343,589,1527,3254,1285,4489,1288,2716,457,2987,1994,1073,2011,6807,1610,2657,3039,6979,2916,216,1704
4638,1544,4270,3785,5219,1644,736,1562,1882,455,7454,4344,6534,788,2541,6373,5459,3977,6537,2722,158,2,1676,1717,8361,2701,2617,8972,53972,5254,7360
4641,5902,2395,3186,3160,3949,3363,3535,6711,778,1673,39,3168,2599,1233,4878,3911,2160,300,5810,5013,4370,3481,64839,235,7361,1653,8784,1285,1060,44195
4643,1882,8361,34048,1544,41569,8783,4148,8644,2628,5502,8810,6541,5378,7090,1391,6709,3994,8371,1909,1608,3081,253,5219,3753,673,1320,1690,2470,4370,4369
4701,2273,3624,10,4718,2420,196,3826,2000,30825,1918,2001,1608,1370,788,1580,1722,2706,2470,1544,2,165,1882,786,3082,5872,7325,3785,2701,4085,2640
4718,2706,3617,2273,4701,3785,4015,1923,3948,6373,4367,1485,19,5254,3623,1722,2683,7325,788,10,2797,5507,104,53996,5266,2378,1517,2694,1573,4890,4344
4720,3081,8783,3798,1339,3527,253,1377,2762,3147,6502,3300,2542,5989,2716,2124,2858,3949,5010,1207,3863,36,5992,48738,1909,37729,2291,30812,4128,2890,1682
4734,180,3039,3868,586,2335,6957,223,1777,8917,3033,5459,6534,3247,1377,1245,3052,2985,2694,5481,2115,4896,1517,2716,2717,1367,1027,2003,34072,442,196
4776,4148,2278,3081,4002,2231,2890,55765,3578,5010,36529,7458,832,5266,3527,3301,48516,6708,7445,2353,38061,16,2000,41997,1339,3948,4239,4995,3252,1717,64614
4816,6936,5481,8528,8641,1722,1372,1777,4027,8376,1517,8970,3253,2797,4148,7451,1961,1391,19,3911,784,1375,216,1387,1079,6807,1393,30793,2671,2427,4447
4848,3081,55820,55276,2076,3160,509,55269,4720,1089,1997,288,3949,40278,55118,1258,1214,5992,53000,81591,5679,2021,5989,47,5673,3863,2291,1921,1673,38061,1094
4855,1215,434,2167,1953,1645,196,2278,2490,3527,1276,45186,2273,2529,2947,442,3948,903,553,2791,1092,4321,2058,3147,2916,1610,3698,1036,8983,1552,832
4873,3108,37729,2431,1245,1921,36529,2717,6016,3020,34437,6323,4734,34072,8641,4262,32587,2542,29,41285,5225,8873,337,46530,31658,2324,31878,3535,953,1391,1884
4874,4148,8529,500,5989,5630,6281,3988,1704,3105,1246,2232,1682,27660,6016,317,6378,1282,3147,1645,5219,1779,3301,648,292,466,5299,1485,368,1876,8371
4878,1199,44199,3949,3160,32,4641,2395,3481,5903,2997,48043,8784,1527,1258,38061,48385,7361,3174,2502,53000,3994,89745,2329,33166,2541,3052,6385,2291,2167,8950
4881,1245,3174,5902,3020,1222,4979,608,1208,3081,235,3949,1358,1230,55820,1235,551,8981,55118,1394,919,1206,2278,527,1590,1252,88129,2997,55269,64839,4034
4886,1,6377,4306,1580,3114,8961,2355,8360,8529,34,594,5349,364,5218,8636,588,1270,1073,595,919,30749,150,1265,1682,4018,1291,1198,1485,1923,5445
4890,6373,30825,3623,1485,788,8528,2273,7454,7360,786,3752,3869,1801,8807,3948,3617,4018,1608,8972,1962,6936,1777,2694,2605,2,1562,153,6957,7293,5219
4896,5816,8368,40815,54001,7153,3793,5952,8636,6333,1580,5349,2628,1097,6365,69844,919,4993,5378,33493,41566,2011,5218,4306,5459,595,6934,8529,2081,8361,8360
4901,3448,1597,1396,292,474,2278,553,1225,6188,6979,2490,36517,3033,1466,5872,349,3753,786,1962,368,1370,1552,5956,1573,2268,5010,3717,161,1608,2353
4963,5989,6378,5418,8665,54286,6539,8984,3717,3578,3793,33679,53322,5349,1608,8644,8360,7153,2628,1291,5952,7143,33493,4306,1246,1722,4993,3753,5445,33794,733
4973,2692,2858,592,1259,1291,500,1961,3020,1527,1206,2997,2804,2918,6874,2000,1682,1358,38038,2716,8873,1784,3949,337,2174,508,3148,1625,5528,3681,2115
4975,5445,5989,48043,4370,2278,4011,4148,5954,30812,5418,3863,6708,4226,4963,7361,2087,3949,7254,5388,6953,55765,2023,1343,3717,832,2918,52722,648,2571,30810
4979,2395,4027,1732,5673,55269,3174,1201,6711,3481,1089,1206,8981,5902,6807,1258,3949,2890,4881,6016,1222,7361,2959,858,3967,2019,7438,8874,1617,750,1394
4993,5952,7153,2762,260,1196,3793,33493,4896,1210,3578,2571,1291,480,1198,5349,150,4963,40815,1580,1,61240,2028,55118,5669,5378,8961,2628,6539,3996,4306
4995,1961,508,500,1704,356,5989,1242,3578,2329,3006,1784,318,48516,1917,3147,48738,1617,8958,6539,4022,1101,110,1259,6377,3101,150,2268,1307,55118,3408
5010,3753,1801,349,832,2194,2028,786,2353,474,7458,95,2000,1580,2001,4321,2470,1722,1485,553,2420,4896,1608,3421,3555,3301,2716,1610,4085,2268,500
5013,2231,1641,5991,3081,3363,300,899,1252,5060,4641,37741,58998,1230,4014,1090,1032,908,3751,55269,3481,1962,1674,3175,923,357,30810,17,1262,2144,904
5015,4034,1247,5902,39183,2908,61240,924,3101,3969,2791,2076,1220,2324,1617,1249,2395,2599,2028,27773,3967,56782,5388,1199,1259,52328,1172,1645,7160,48774,2692
5060,1333,1252,1183,1953,541,1220,2657,1374,913,1278,2174,2001,1172,2529,2455,3996,2641,922,2599,1234,5991,4034,2268,5989,1387,2336,2791,339,1375,5995
5064,4310,1291,3489,1801,41566,3753,6378,1242,7162,1234,33493,5956,31685,317,3408,1610,8958,45499,899,2268,5989,440,3793,1466,316,6157,500,11,1704,60684
5218,8360,4306,33615,2294,5459,4896,2355,4886,1265,1580,6539,1,3793,40815,4446,6377,4638,1485,2701,8636,788,45722,5378,2396,3977,4370,45499,6157,2085,33493
5219,5254,4270,6754,8810,8371,7454,4367,4344,6541,1779,5507,7373,7360,4638,6157,1882,1544,3617,2003,3409,53996,736,8361,2006,3300,1644,2470,2605,4369,3785
5225,8873,29,7323,8784,1247,2761,6016,337,8464,56367,6867,6350,161,45950,7438,40819,1089,1961,1704,2542,76093,2692,1617,778,1249,2268,31410,5617,1278,48394
5254,8810,2167,5219,6754,4270,7373,3785,4367,7454,95,8371,2470,3300,2003,31696,3868,6157,2378,4701,1882,3617,2617,44,68319,173,4718,3869,196,53996,30825
5266,6281,4239,1625,1573,1584,1219,8783,4718,1801,1597,292,1245,5679,4776,3994,2336,2762,33679,6157,2353,2011,8361,4370,8644,2268,8957,41566,45447,1722,5502
5299,5989,500,6218,357,3408,539,5991,440,6155,4308,2006,1035,1610,8984,3988,2407,3082,2640,1962,30812,3948,31685,1374,2424,2078,2355,4014,2321,1370,5349
5349,8636,3793,6333,1291,1270,59315,648,1210,1580,500,364,4306,2640,1198,33794,2716,1196,480,1608,1,6377,8961,1036,592,5378,377,260,3578,2081,4896
5377,2671,4246,539,1393,8970,34,6936,4022,1035,1569,2424,2797,1022,1961,2949,339,3948,2724,2804,1265,8360,356,4306,6218,1262,2948,457,3114,357,3408
5378,33493,2628,6365,1210,45499,6934,3793,1580,5349,40815,1196,1291,1544,5459,2115,6333,4370,7458,34150,4896,2470,5872,500,41566,586,8644,2273,1485,6157,1198
5388,5528,4148,5464,3006,1610,30810,6957,30812,673,2278,6953,440,8783,3510,3147,3755,553,7445,1276,6323,4034,5995,55118,196,1961,367,41569,8361,3994,4299
5418,54286,8665,4963,5445,6378,4367,49272,780,1917,45186,7454,53996,5989,44191,27831,4310,33794,6537,2353,3793,3623,7458,4223,10,3578,49530,7445,1580,5459,8644
5444,2078,7373,2890,596,6863,2717,41566,5481,60040,8807,54997,2085,8917,2302,1907,8528,1680,2987,3114,53000,5507,1517,6957,1097,8972,1345,2081,4886,46970,6377
5445,5989,5418,4370,6377,3578,4975,8665,648,8972,832,1270,54286,1653,2028,49272,5349,3948,4963,3793,36,1580,2762,8636,8798,3753,1291,1961,3994,4886,10
5459,1580,2701,3793,6365,1485,6373,4270,2011,6934,8644,5378,2,5218,4367,1882,2470,2001,2002,4025,4896,2012,786,2628,45722,5816,586,367,2115,165,2054
5464,5388,5989,2028,55765,3006,7445,3147,6,4002,6870,8783,3578,4995,8798,33660,1259,4148,4262,4963,8529,64614,4720,5630,48516,4776,508,4239,11,4975,3148
5481,2683,1517,7325,19,1722,3752,370,3785,788,216,344,3254,4816,104,10,4015,2353,3798,30825,2273,3623,368,3869,4148,1597,3868,3977,1393,5459,231
5502,3994,63113,56174,46530,41569,4643,34048,3753,2628,6934,8783,161,53000,27706,4370,2762,6365,33493,5266,368,45186,8644,1682,1584,5459,4270,6378,780,60074,8798
5507,7454,6157,4369,4310,5219,3717,4367,31685,3623,736,1917,1562,788,6754,31696,5810,34150,4718,6365,153,2617,1544,145,5872,733,4344,8644,1608,552,104
5528,3863,5388,196,2490,8958,1396,3176,3481,1608,2712,832,786,1343,4370,440,1408,2278,6936,6863,37729,8361,370,4901,6188,350,4007,368,3386,2890,7445
5574,1544,2605,6157,3717,63113,4367,7454,4270,2335,1101,11,7373,5219,73017,8972,3275,733,2353,1370,5872,4901,1722,653,185,3555,1917,53996,4890,2003,2001
5617,5673,31878,3160,6936,1967,1059,68954,1500,288,5388,1285,3275,5225,2918,2395,4148,471,44195,7361,1203,1527,3481,3996,4239,57669,3510,4105,39292,1199,293
5618,3000,31658,5971,7090,3751,1221,2657,1258,32587,1207,2321,441,6350,551,3949,1089,6218,594,48394,2959,4973,912,1204,541,3317,4720,3996,59784,904,52328
5630,4148,1625,4701,3408,10,1597,4344,5995,4874,788,7373,4310,2641,5989,7458,3617,5459,3147,163,3578,5481,3717,2001,6378,454,4223,1784,832,196,3977
5669,8622,8464,8873,7153,5952,45950,778,4993,5349,4022,508,2329,72011,1259,40819,6953,1784,1307,7323,4963,2542,3418,8784,4011,3969,500,5630,1079,2858,1961
5673,4979,3174,2076,5617,41997,2427,3911,34437,3160,7361,8376,1394,3809,5902,2712,38061,1214,1235,1258,37733,1247,3608,608,4848,2542,1222,3967,1732,4105,2395
5679,3081,2455,1625,6708,2762,5266,59369,6953,1997,6323,2710,49278,2890,6870,3798,1265,4776,2470,3527,4720,4848,457,6373,8464,1690,5481,1682,7360,1407,3809
5810,2706,673,3408,5507,4369,11,1911,2353,7454,1569,1882,594,3617,1266,39,1380,31685,54503,2470,1608,4641,2694,5630,2167,7445,34162,5956,4718,6378,53000
5816,4896,8368,40815,54001,3793,45499,6333,81834,69844,919,5459,2011,5378,41566,8361,6934,595,1580,2628,3408,33493,8636,1717,6365,5299,4310,2420,500,367,5349
5872,3082,1722,10,2948,2947,2273,3623,2353,63113,6378,2949,4701,5378,2605,8360,457,2628,3617,4310,4901,2006,434,2001,7454,46530,1370,7143,2115,6541,1291
5902,4641,1206,2395,8949,6711,1732,2599,4881,1394,3949,2997,235,4027,4979,1089,3160,3168,3703,5015,1208,608,2291,1094,1617,6867,3006,1225,81591,55820,3911
5903,61240,1242,52328,76093,1276,3006,2701,2490,44199,2826,1175,70,49278,8917,55118,7090,51662,47610,6867,8958,3160,33794,3275,4878,4128,741,5445,2605,6874,316
5945,30812,8529,8949,1261,66097,1748,69481,608,6711,2712,34437,5388,4370,52973,1274,1729,4239,37729,4246,1252,741,30749,1333,1466,1947,4105,41569,2021,6957,1267
5952,7153,4993,4896,2571,2028,33493,3793,3578,2762,480,6539,1291,5349,5378,4963,1036,6333,1198,150,260,6377,5669,2628,40815,1210,4011,1580,4034,5459,4370
5954,3006,3535,2231,4239,4975,1921,46723,3863,6979,1466,5995,48043,3556,5388,1203,3949,3160,55118,69481,2502,27773,4262,1252,30812,57669,54997,36529,1645,4085,40278
5956,1573,4148,8529,30812,34162,48516,7454,2580,8368,4901,55765,30825,41285,6870,5064,3717,56782,5872,8361,316,4310,37733,7162,6378,6709,6,4446,474,4963,2005
5971,5618,253,8981,55269,3000,70286,1682,46578,3160,31658,6350,1527,551,68237,80463,3897,1302,594,2959,6867,1258,34072,52328,48774,2424,4720,1089,4848,4873,2321
5989,4963,5445,6378,30812,5299,32587,1682,1961,6708,10,500,1704,4995,4148,3408,4370,648,5995,1721,4022,3793,3994,3753,7143,3948,8984,7458,3578,1246,357
5991,357,5299,4308,595,3408,5989,30812,1380,4014,1035,919,4896,5013,1721,1032,6218,2918,4361,4306,1059,5060,5816,2174,5377,2081,2268,34,2321,8917,1641
5992,3911,2321,3317,3967,4720,3247,81591,1258,3160,8622,3949,39183,5299,96079,3755,1245,1584,4848,235,8529,597,1222,2076,30793,1339,4734,8917,45447,5902,2124
5995,5989,3408,1466,30749,1617,5630,36529,55247,6708,527,5349,3949,1704,903,4034,5060,3967,33166,2692,5388,8638,55276,4308,2291,3578,5954,2000,2890,8464,2858
6016,4262,2542,3949,745,5989,27773,32587,5225,6708,1206,1089,55765,4979,4011,1704,3408,1617,16,527,1148,5902,778,4874,4720,3301,6870,3578,8783,2023,1394
6155,31685,34162,3408,4025,5299,4018,4246,30825,2724,1022,2355,357,2081,4310,2006,1569,377,736,158,539,8972,788,1911,1035,4447,46972,3510,3717,2078,6378
6157,6754,5507,4369,4270,4446,153,7454,60072,4367,1562,1485,5219,196,34150,8972,45672,1911,5254,552,33679,4344,5378,3793,53996,158,145,59369,4701,6365,2706
6188,8528,3617,6936,4901,3552,34162,216,104,8641,6157,4002,673,7445,1962,172,1485,2694,368,4890,1060,1358,27660,6373,553,4034,48516,3033,2706,2335,35836
6218,5299,2321,3408,2947,6863,34,6942,5377,357,6936,1380,5991,4447,2078,2355,1035,3967,1722,2890,4246,2761,8636,1307,4014,4896,1079,2501,6155,6333,3911
6281,5266,36517,51255,8529,49278,4963,6373,4874,4128,2378,1676,3994,27660,6936,2692,1246,4239,8798,30812,44665,46578,3869,4776,4022,2470,7254,19,6188,1370,3623
6287,2335,45672,3752,30825,7454,6957,2431,7325,33679,6378,3617,1485,47099,37729,6373,3717,34162,6323,6709,4890,3809,4246,788,46530,5507,31685,4344,2,4148,4239
6323,31696,6957,1645,1882,4148,52328,2490,2278,8807,34150,2167,1917,2058,4239,45499,8983,5388,4310,6287,4011,1544,2628,5679,4367,6953,2701,3101,1610,6754,7254
6333,3793,8636,5349,2716,8368,8644,45499,4896,33493,3624,5378,5816,2640,6365,1210,40815,1270,1580,2054,6863,5952,377,1196,2717,364,2011,33794,68319,457,2706
6350,741,3000,31658,8873,31410,1223,3681,337,80463,72011,1466,60069,37741,1,2160,364,5225,1682,7090,55118,1291,1276,76093,919,1198,2951,150,8784,37729,4306
6365,6934,5378,2571,2628,33493,5459,3793,8644,45722,3623,4896,4310,1580,53125,2420,3578,6333,2011,153,3977,4270,40815,5349,1485,2,7458,7454,8665,6373,34150
6373,1485,3617,4890,367,5459,45672,19,788,3948,4718,500,1265,7458,5349,3752,344,4270,1608,3785,2000,1961,4022,6365,4239,4018,1580,8529,3578,7254,2268
6377,8961,1,4886,3114,2355,364,595,588,4306,5349,1097,1580,648,5445,8636,500,1270,1721,1265,34,480,457,3408,1393,150,5952,2081,356,1198,50872
6378,4963,145,5989,1917,1831,8665,5418,3717,3623,5872,7445,4148,2006,8371,8972,4223,2353,3510,1597,1544,53972,8361,10,31685,5064,733,4447,6365,30825,4310
6385,8949,37741,1293,3481,3006,3994,923,1175,55118,17,6711,98809,4878,2395,1302,4014,1394,1060,7323,8950,4993,4027,44199,5903,3949,1387,357,39183,34072,4370
6502,2529,53000,2890,4720,32,56174,2291,8874,3081,4148,46976,7373,5989,57640,2490,1527,1682,59369,2985,4128,37733,5418,5528,6378,1625,4308,1246,1129,6863,7445
6503,3977,1562,8371,6754,1882,6957,3785,4446,7360,5219,4367,4369,44,5254,3793,1544,4025,4388,6541,4148,3617,3623,30825,27660,2002,31696,4638,8810,6365,6378
6534,45499,1882,46530,3793,1333,52722,34150,6537,34048,4638,8783,1223,8636,3798,4105,1544,5459,4446,4734,7360,741,1339,196,7458,2701,2080,51662,2985,33615,6365
